title,image,price,ordered,image_path,gender,material,product_type,sleeve_or_neck,color,size,style_category_x,seasonality_x,price_tier,fit,fabric_finish,pattern,details,primary_color,secondary_color,is_multicolor,image_path_cleaned,product_id,style_category_y,formality_level,color_brightness,pattern_complexity,seasonality_y,perceived_quality,trend_alignment,target_age_group,gender_presentation,visual_uniqueness,estimated_purchase_appeal
Vintage-Inspired Geometric Knit Shirt Black / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQ8VEPEsgUvM5GoqaY7EUaB0ifRIjZkzZUez-lahcD0ORGSOcu8a4_05fJLjw,46.0,0,image_110,unknown,unknown,Shirt,unknown,Black,L,Vintage,All-Season,Mid-range,Standard,,Geometric,,Black,,False,image\image_110,image_110,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Linen Long Sleeve Shirt Yellow / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRRmTUdyTha_3lE_t7gJtAMOcsxFflJwWNgAOeiLRcLYnM0TNqFWUIEZgfEVyY,41.48,0,image_111,Men,Linen,Shirt,Long Sleeve,Yellow,M,Vintage,Summer,Mid-range,Standard,,Solid,,Yellow,,False,image\image_111,image_111,casual_resort_shirt,3.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,4.0
Casual Loose Fit Shirt Sets (US Only) Purple / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTSIK3VduaK65e5xLX106mPVCDLX-djGfFCFExXg74cJPwUNs0Tl3A5ETC1vA,49.55,0,image_112,unknown,unknown,Shirt & Shorts Set,unknown,Purple,M,Casual,All-Season,Mid-range,Loose,,Solid,,Purple,,False,image\image_112,image_112,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Casual Loose Fit Pure Cotton Sports T-shirt/ Sports Shorts Shorts-Light Grey / M,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSes7fZWSqRnaNesNaXI625C_I1mEwDs1vYxAUM5jmf1Z-nOMc7uDzjOgwAdg,34.31,0,image_113,unknown,Cotton,T-Shirt & Shorts Set,unknown,Light Grey,M,Casual,Summer,Mid-range,Loose,,Solid,,Light Grey,,False,image\image_113,image_113,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Linen Resort Casual Button-Down Everyday Short Sleeve Shirt Purple / M,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQspiLDQEmb6xDYezdqTZJOwPGluw0hO7WJkGMVoI5pFxSis2UIkDgKc8Tm,32.83,0,image_114,Men,Linen,Shirt,Short Sleeve,Purple,M,Casual,Summer,Mid-range,Standard,,Solid,Button-Down,Purple,,False,image\image_114,image_114,smart_casual_shirt,3.0,4.0,1.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Short Sleve Collarless Golf Polo Shirts (US Only) Blue / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcTOv4LI3Tqz1XJVnkTfOjeMIqbuejqM7HDM7w0PyV726t3F0XJIYf6ZF9-h,27.86,0,image_115,unknown,unknown,Polo,unknown,Blue,L,Casual,All-Season,Budget,Standard,,Solid,Collar,Blue,,False,image\image_115,image_115,casual_resort_shirt,2.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,3.0
Classic Casual Printed Button Down Cotton Linen Shirt (Us Only) Red / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcRV_GjxOy75TzZJs0bFgD2Tso3953ZAGJKYJyzm0pcIwDqSh268JAJtMOlR,35.36,0,image_116,unknown,Cotton,Shirt,unknown,Red,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Red,,False,image\image_116,image_116,casual_resort_shirt,3.0,4.0,2.0,spring_summer,3.0,4.0,young_adult,masculine,4.0,4.0
Men's Vintage Premium Washed Shirt White / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRzBSgaAaUI82bsGetc6NHzyWBEQ2t20abWLqmwfo6e6AMLp7UksAZmJnZ0iQ,63.56,1,image_117,Men,unknown,Shirt,unknown,White,M,Vintage,All-Season,Premium,Standard,Washed,Solid,,White,,False,image\image_117,image_117,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Linen Blend Guayabera Shirt (US Only) White / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQhV20RxogGHKpWME1I8AgeehPH-nPkbu_HF4eePqn_R7aKVPYMgsawfbrJ,30.35,0,image_118,unknown,Linen,Shirt,unknown,White,L,Casual,Summer,Mid-range,Standard,,Solid,,White,,False,image\image_118,image_118,casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Essential Muscle Fit Dress Shirt Navy blue / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSx62cueLeroDeu2IPnV0Zb-X1VvCokHO7wo4ipAInBmeMKyXektupOX2u_jA,64.08,1,image_119,unknown,unknown,Shirt,unknown,Navy Blue,L,Casual,All-Season,Premium,Muscle,,Solid,,Navy Blue,,False,image\image_119,image_119,casual_shirt,3.0,2.0,1.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Velvet Shirt Wine Red / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQUz8dGX0-0eM3-HUjHWQTc9-DYqSlvqZ5L_xPRY3ZOdOBtBGfKjYnx0Sm8DBc,33.07,0,image_120,Men,unknown,Shirt,unknown,Wine Red,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Wine Red,,False,image\image_120,image_120,casual_resort_shirt,2.0,3.0,2.0,all_season,3.0,4.0,young_adult,masculine,4.0,3.0
Men's Summer Solid Color Comfortable V-neck Short-sleeved T-shirt White / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQYvPYp68fz79_x6P-mm7ddQIcK5jOB3Yc5uEx5IgsKjgZHgNq9MeumtX5-,19.89,1,image_121,Men,unknown,T-Shirt,V-Neck,White,L,Casual,All-Season,Budget,Standard,,Solid,V-Neck,White,,False,image\image_121,image_121,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Linen Short Sleeve Shirt Sets (US Only) Khaki / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQXmPx8sEw6d-3n6m9R-I2oqOVaPjVo6blIcu2FfT0woF3CLxlrn-nRhEIEYA,45.99,0,image_122,unknown,Linen,Shirt & Shorts Set,Short Sleeve,Khaki,L,Casual,Summer,Mid-range,Standard,,Solid,,Khaki,,False,image\image_122,image_122,smart_casual_shirt,3.0,4.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Essential Muscle Fit Dress Shirt Black / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTjSy45YzHEGNHy7zPsO8UW1HoGnXkmI-vnbowYlzJJAM2CO-cgFbKK5dU_1_Q,66.38,1,image_123,unknown,unknown,Shirt,unknown,Black,L,Casual,All-Season,Premium,Muscle,,Solid,,Black,,False,image\image_123,image_123,casual_shirt,3.0,2.0,2.0,all_season,3.0,3.0,young_adult,masculine,3.0,3.0
Men's Outdoor Casual Shirt Purple / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcTuG5LEBFFjRYaLJC4JvJQjTwsaRsoWzDOTK7kr7_gtPHTkjaUcXhto67vJHw,37.31,0,image_124,Men,unknown,Shirt,unknown,Purple,L,Casual,All-Season,Mid-range,Standard,,Solid,,Purple,,False,image\image_124,image_124,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Short Sleeve Pocket Shirt Blue / 5XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQOZYuWPEGY1pcuvnt_7Zdh5e_1RMsqGjtZYw1SfeUlP9N9Zgl8YWDxkKNR88s,28.78,0,image_125,Men,unknown,Shirt,Short Sleeve,Blue,5XL,Casual,Summer,Budget,Standard,,Solid,Pocket,Blue,,False,image\image_125,image_125,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Striped Casual Shirt Blue / M,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQTMXC27a7rkFpdl3LJebP3Vr0m6LnGGVB5eM7ihPQsGnZZxV-7nxnwfJgfFg,27.09,0,image_126,unknown,unknown,Shirt,unknown,Blue,M,Casual,All-Season,Budget,Standard,,Striped,,Blue,,False,image\image_126,image_126,smart_casual_shirt,3.0,4.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Cotton Linen Style Henley Shirt (US Only) Khaki / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQrEzrKapk1ptIEJT6G9ze7e2bgjLW1owSpE8budNa9HAzF-f7kgv3VBBg5,35.1,0,image_127,unknown,Cotton,Shirt,unknown,Khaki,L,Casual,All-Season,Mid-range,Standard,,Solid,Henley,Khaki,,False,image\image_127,image_127,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Vintage Embroidered Western Cowboy Shirt (US Only) Army Green / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSALcGnzxDvd4QUPg3y28SbMi6223FX-n7LAM3NN_gpBq2vMU6XR3YXDNPKUb9xFbnaY4iuiqk,40.16,0,image_128,unknown,unknown,Shirt,unknown,Army Green,L,Vintage,All-Season,Mid-range,Standard,,Embroidered,,Army Green,,False,image\image_128,image_128,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Modern Soft Cable Knit Shirt Black / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcR-8vECl7-JXAdr2tcvwlHhq43BHSKex1fr2azrS1MlsF7Hr8Spur46Cy2r,43.18,0,image_129,unknown,unknown,Shirt,unknown,Black,L,Casual,All-Season,Mid-range,Standard,Soft/Luxurious,Solid,,Black,,False,image\image_129,image_129,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Modern Soft Cable Knit Shirt Green / XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQohXcLkqjOTRkOdkz81noKlPcBAeoK91M1Fva-6RiVj1RYd86HS6P9rmfQbw,44.4,0,image_130,unknown,unknown,Shirt,unknown,Green,XL,Casual,All-Season,Mid-range,Standard,Soft/Luxurious,Solid,,Green,,False,image\image_130,image_130,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Vintage Premium Washed Shirt Sky Blue / 2XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSX3BhoWib7_mFJaMRE2c4yWhZYrudBbQkw1w7HL3gS0tjUr1EpOqqgxnuXIvU,62.29,0,image_131,Men,unknown,Shirt,unknown,Sky Blue,2XL,Vintage,All-Season,Premium,Standard,Washed,Solid,,Sky Blue,,False,image\image_131,image_131,casual_resort_shirt,3.0,4.0,2.0,spring_summer,4.0,4.0,young_adult,masculine,4.0,4.0
Casual Cotton Hollow Lace Shirt Set Pink / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSQ1o9dCetvAtS3c5hqvd7-GJKlh-bHlkxYpnM337Hx2iMsPAiW2ebD-x56,53.89,0,image_132,unknown,Cotton,Shirt & Shorts Set,unknown,Pink,L,Casual,All-Season,Mid-range,Standard,,Solid,,Pink,,False,image\image_132,image_132,casual_resort_shirt,3.0,4.0,1.0,spring_summer,3.0,4.0,young_adult,masculine,3.0,4.0
Embroidered Cowboy Button Down Shirt (US Only) White / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQum0Lt2JIK6eJrKTxUY2eYigpN1hvhkbsHFl4sXdrvRL1vV3kb3btp_JvrOQ,42.53,0,image_133,unknown,unknown,Shirt,unknown,White,L,Casual,All-Season,Mid-range,Standard,,Embroidered,,White,,False,image\image_133,image_133,casual_shirt,4.0,5.0,2.0,autumn_winter,3.0,3.0,young_adult,masculine,2.0,3.0
Casual Cotton Linen Shirt Set White / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcS7deVuHG3HtUI1whZM2ecWvDB-5WriOnac08BmZanUcYzbAWS6rvigkW6tlA,54.4,1,image_134,unknown,Cotton,Shirt & Shorts Set,unknown,White,M,Casual,All-Season,Mid-range,Standard,,Solid,,White,,False,image\image_134,image_134,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Classic Casual Button Down Cotton Linen Shirt (Us Only) Wine Red / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcRHyvL2a5e1zMek4R8ecmI0NxGqPdyiUxY3zlfeK_xGVzIpyY_uhS3qBN09,34.85,1,image_135,unknown,Cotton,Shirt,unknown,Wine Red,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Wine Red,,False,image\image_135,image_135,casual_resort_shirt,3.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Linen Resort Casual Button-Down Everyday Short Sleeve Shirt Purple / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQspiLDQEmb6xDYezdqTZJOwPGluw0hO7WJkGMVoI5pFxSis2UIkDgKc8Tm,33.58,0,image_136,Men,Linen,Shirt,Short Sleeve,Purple,L,Casual,Summer,Mid-range,Standard,,Solid,Button-Down,Purple,,False,image\image_136,image_136,smart_casual_shirt,3.0,4.0,1.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Linen Blend Guayabera Shirt (US Only) Dark Red / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSdXdcJTfd10I9bWD58iElHeYo1PlRM8SGu6tOpjGhA_9L5jEA2fjILAdbH,28.74,1,image_137,unknown,Linen,Shirt,unknown,Dark Red,L,Casual,Summer,Budget,Standard,,Solid,,Dark Red,,False,image\image_137,image_137,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Embroidered Cowboy Button Down Shirt (US Only) Coffee / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQt_-B7z8AD65Wq9nQ0vWlWeX8Hzc74zv2vswdCKyYLnIl_gP-PnyOHkFy9,42.18,1,image_138,unknown,unknown,Shirt,unknown,Coffee,L,Casual,All-Season,Mid-range,Standard,,Embroidered,,Coffee,,False,image\image_138,image_138,casual_resort_shirt,3.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Linen Striped Half Button Shirt Mustard Yellow / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcT5dyb7lcXkVmBIbA2qbznEQJN0BreOlorw9VfvaFx825yW0hFAynqHWDXHh-h9jNhBXPkHMg,33.27,0,image_139,Men,Linen,Shirt,unknown,Yellow,L,Casual,Summer,Mid-range,Standard,,Striped,,Yellow,,False,image\image_139,image_139,casual_resort_shirt,3.0,4.0,1.0,spring_summer,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Linen Resort Casual Button-Down Everyday Short Sleeve Shirt Black / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSrJ7RfP_Ud7s8z0XEbq5KjyvXm9O76-bbBONVGW4pmIYlLZWUvgxWYKg9-BQ,33.85,1,image_140,Men,Linen,Shirt,Short Sleeve,Black,L,Casual,Summer,Mid-range,Standard,,Solid,Button-Down,Black,,False,image\image_140,image_140,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Cotton printed shirt Purple / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQB7Elc8FPMTpWjDB6Sba3Jo1WqdC9zZgZwOW8J3rhLNIl225TWpipFJWqChcudFUnx8qg4fFI,67.62,1,image_141,Men,Cotton,Shirt,unknown,Purple,L,Casual,All-Season,Premium,Standard,,Solid,,Purple,,False,image\image_141,image_141,casual_shirt,4.0,3.0,2.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Linen Henley Long Sleeve Shirt Pink / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTZ0F_4sZggGRfkJyg-mXAoSme4qbfO6y1dwGVFFH7lGzbfd5jlixKJ9-WbRXw,30.33,1,image_142,Men,Linen,Shirt,Long Sleeve,Pink,L,Casual,Summer,Mid-range,Standard,,Solid,Henley,Pink,,False,image\image_142,image_142,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Cotton Linen Shirt Set White / XXL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcS7deVuHG3HtUI1whZM2ecWvDB-5WriOnac08BmZanUcYzbAWS6rvigkW6tlA,55.78,0,image_143,unknown,Cotton,Shirt & Shorts Set,unknown,White,XXL,Casual,All-Season,Mid-range,Standard,,Solid,,White,,False,image\image_143,image_143,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Ice Silk Shirt Thin Breathable Shirt White / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcS-1C-cShD8O75mXhycil5FDlbXm_J7G_cgQklI4mNjAuFvADLFtpZ32CrVVKQ,35.54,1,image_144,Men,Silk,Shirt,unknown,White,L,Casual,All-Season,Mid-range,Standard,Breathable/Thin,Solid,,White,,False,image\image_144,image_144,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Washed Distressed Cotton Daily Short-sleeved T-shirt Beige / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSu7y3O1O8gugobTg_rcH9CUU0tW37YNsCKPVxWd3emS8wjLw-Ja-Tva5R8sTc,27.37,1,image_145,Men,Cotton,T-Shirt,unknown,Beige,L,Casual,All-Season,Budget,Standard,"Washed, Distressed",Solid,,Beige,,False,image\image_145,image_145,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Essential Muscle Fit Dress Shirt Light Green / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcS56lirh2ddYIVUkrOfpQTgBOtdU4C_rye1J-CG-n1anEccIz9a1eeWd2OyFg,63.84,1,image_146,unknown,unknown,Shirt,unknown,Light Green,L,Casual,All-Season,Premium,Muscle,,Solid,,Light Green,,False,image\image_146,image_146,smart_casual_shirt,3.0,4.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Premium Washed Cotton Pocket Shirt Khaki / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcTKBtXvy6AhtEvtNhH3Hay6VYLRiFxdoR4VNYIKXRrMqO6BUqe3SKzRrgf_VA,60.9,1,image_147,Men,Cotton,Shirt,unknown,Khaki,L,Casual,All-Season,Premium,Standard,Washed,Solid,Pocket,Khaki,,False,image\image_147,image_147,casual_resort_shirt,3.0,4.0,1.0,spring_summer,4.0,4.0,young_adult,masculine,2.0,4.0
Men's Luxurious Touch Stretch Cotton T-Shirt Black / S,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQJW6xdRk0wM7YB5N9u9aRZ9czGXADUeXYeU5R0lEvg8gmMyzpq4qAEwIIWdg,24.36,1,image_148,Men,Cotton,T-Shirt,unknown,Black,S,Casual,All-Season,Budget,Standard,"Stretch, Soft/Luxurious",Solid,,Black,,False,image\image_148,image_148,casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Summer Linen Shirt Orange / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcShltvsgeIxY5SZyESNexCGcmaqEhLcy7LyolbsV68xpZMPD6b_iQF4kEvSow,35.49,0,image_149,Men,Linen,Shirt,unknown,Orange,M,Casual,Summer,Mid-range,Standard,,Solid,,Orange,,False,image\image_149,image_149,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Stylish Contrast Waffle Shirt Set Cream / XXL,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQJoXs-Gs2luzQwQp4DPQaKGUBvy1bYeLjQqKgNyVdrVbJ6iOi8MlGIjs0y,58.57,0,image_150,unknown,unknown,Shirt & Shorts Set,unknown,Cream,XXL,Casual,All-Season,Mid-range,Standard,,Solid,,Cream,,False,image\image_150,image_150,casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Short Sleeve Collarless Golf Polo Shirts (US Only) Green / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQsl44cGyw5COzJPv8qAEozsLUb9Es7Dn8YMuD8FqWslEc-DfHkJZZ4OwdwWg,28.35,0,image_151,unknown,unknown,Polo,Short Sleeve,Green,L,Casual,Summer,Budget,Standard,,Solid,Collar,Green,,False,image\image_151,image_151,casual_resort_shirt,3.0,4.0,1.0,spring_summer,3.0,4.0,young_adult,masculine,3.0,4.0
Men's Linen Henley Long Sleeve Shirt Blue / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQ_OBGnrcFK_rUl_pimBMzrz2xa_XbjZF8AwIexqt3if_34i8_AgZFRpvpOnQ,27.32,0,image_152,Men,Linen,Shirt,Long Sleeve,Blue,L,Casual,Summer,Budget,Standard,,Solid,Henley,Blue,,False,image\image_152,image_152,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Shirt Sets (US Only) Blue / XXL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTdpCzayGeaguaNJ_DKA_8cIr29fV8tKoc6-88H7hQkYfU7ITaI4AbP8WvhPw,50.57,0,image_153,unknown,unknown,Shirt & Shorts Set,unknown,Blue,XXL,Casual,All-Season,Mid-range,Loose,,Solid,,Blue,,False,image\image_153,image_153,casual_resort_shirt,2.0,3.0,2.0,all_season,3.0,4.0,young_adult,masculine,4.0,3.0
Men's Washed Distressed Cotton Daily Short-sleeved T-shirt Blue / XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcR4oc7jP1eAeEgdY4msTmOMxmhkUnGHX0blYpmgQkJRFZxmwezWdF_qvnMFusg,27.07,0,image_154,Men,Cotton,T-Shirt,unknown,Blue,XL,Casual,All-Season,Budget,Standard,"Washed, Distressed",Solid,,Blue,,False,image\image_154,image_154,smart_casual_shirt,4.0,4.0,1.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Wrinkle Free Stretch Shirt (US Only) Navy Blue / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSIMXN_7_uXhLttV-nVoy35tStDIEthm6bx-OUaDImNs04DOj0zYaG4BgkSOQ,32.61,0,image_155,unknown,unknown,Shirt,unknown,Navy Blue,L,Casual,All-Season,Mid-range,Standard,Stretch,Solid,,Navy Blue,,False,image\image_155,image_155,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Casual Graphic Cotton Linen Shirt PAT3 / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQYmtSfl3xQFvWoZ6wt5RboEFNH3e4ImSf3mQOtheNWE3acz4EZQAi4Nij8,41.8,1,image_156,unknown,Cotton,Shirt,unknown,unknown,L,Casual,All-Season,Mid-range,Standard,,Solid,,unknown,,False,image\image_156,image_156,casual_resort_shirt,2.0,3.0,2.0,all_season,3.0,4.0,young_adult,masculine,4.0,3.0
Casual Linen Blend Shirt (US Only) Light Khaki / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQbaiqc-4-5M0OB4YWeaOfLbAlD-bwUJU1wIQkTB4OqJAlCsr4_K39-dBCUIg,37.22,1,image_157,unknown,Linen,Shirt,unknown,Light Khaki,L,Casual,Summer,Mid-range,Standard,,Solid,,Light Khaki,,False,image\image_157,image_157,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Cotton printed shirt Blue / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSTdrMlF4h0wYHKqi9mymv7C2CXaH2lP2F3wbReDrDdNO32Fgt1B9kJjPYecc01M7GX7SjrIVhW,71.49,0,image_158,Men,Cotton,Shirt,unknown,Blue,L,Casual,All-Season,Premium,Standard,,Solid,,Blue,,False,image\image_158,image_158,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Premium Washed Shirt Blue / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSvMSb-12qnF7JWZhEkd6Bnjf6zrfnHPqkmA3hHczrT_Z7VQC2UjJ-eC48sVZM,58.05,0,image_159,Men,unknown,Shirt,unknown,Blue,M,Vintage,All-Season,Mid-range,Standard,Washed,Solid,,Blue,,False,image\image_159,image_159,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Cotton Linen Style Stripe Shirts Blue / 5XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQHqdo9IE_xmKK0D2lR2VDB-qksGROSkLaofQ6RgMhsmiWhWB-74bmozpzTMg,28.99,1,image_160,unknown,Cotton,Shirt,unknown,Blue,5XL,Casual,All-Season,Budget,Standard,,Striped,,Blue,,False,image\image_160,image_160,smart_casual_shirt,3.0,4.0,2.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Linen Short Sleeve Shirt Sets (US Only) Light Blue / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTGOVtKuRr5kMvq8enBnzZZDf0Yva6tzM1Dbq7pCA7AOMPtXOjVuzLjzQlIVQ,42.75,0,image_161,unknown,Linen,Shirt & Shorts Set,Short Sleeve,Light Blue,M,Casual,Summer,Mid-range,Standard,,Solid,,Light Blue,,False,image\image_161,image_161,smart_casual_shirt,3.0,4.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Vintage Embroidered Western Cowboy Shirt (US Only) Black & Red / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRzqPcp4J3zSKP_oOf_y0FquJLgXmDwxSFFtzUuJTPhuEv4q0L0AKUsbrqESRAq3dCmVWmAuPE,40.58,0,image_162,unknown,unknown,Shirt,unknown,Black & Red,L,Vintage,All-Season,Mid-range,Standard,,Embroidered,,Black,Red,True,image\image_162,image_162,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Cotton Linen Style Henley Shirt (US Only) Denim Blue / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSagXVI57ataCGVsZEVyFbnH6izbkw4CF4ilrorrL93SIjYJq1FIbXK3w6BTQ,35.31,0,image_163,unknown,Cotton,Shirt,unknown,Blue,L,Casual,All-Season,Mid-range,Standard,,Solid,Henley,Blue,,False,image\image_163,image_163,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Fashion Casual Pleated Fabric Short-sleeved Lapel Polo Shirt Pink / 4XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcT2ZgVi931FtUkXwbFazRfoJ95Jnel4oqnTqBAGXI37QPyOO8tvp3bKkplK,31.15,0,image_164,Men,unknown,Polo,unknown,Pink,4XL,Casual,All-Season,Mid-range,Standard,,Solid,,Pink,,False,image\image_164,image_164,casual_resort_shirt,3.0,4.0,1.0,spring_summer,4.0,4.0,young_adult,masculine,2.0,4.0
Breathable Button Down Knit Shurt Army Green / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSX0Zf6oEmBnflMORLVjh9BXit0fBpQFBrn_tNwHlIjHqkIeCAIguDbmx3Vew,36.65,0,image_165,unknown,unknown,Shirt,unknown,Army Green,L,Casual,All-Season,Mid-range,Standard,Breathable/Thin,Solid,,Army Green,,False,image\image_165,image_165,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
